price_soybean,Brazil_Temperature,Brazil_Precipitation,Argentina_Temperature,Argentina_Precipitation,USA_Precipitation,USA_Temperature,real_interest_rate,exp_infl_1year,china_gdp_pp,eur_gdp_pp,usa_gdp_pp,world_food_price_index,meat_price_index,DXY,price_gold,SP500,VIX,price_wti_oil,price_corn,price_wheat,USA_Production,Brazil_Production,Argentina_Production,date
787.5,0.0,0.0,0.012307692307692356,0.0753402975625198,-0.3518705763397371,0.9291383219954649,0.8999470343904772,0.8661453642492772,0.0,0.0,0.0118707096296371,-0.14555633310007005,0.20187165775401067,0.3868005205428523,0.10414504186561482,0.0,0.6538379571190002,0.023217890976859765,-0.14247282901108366,0.0077243018419488885,0.0,0.34285714285714286,0.061932728087854716,07-1988
867.5,0.46236559139784905,0.017467248908296932,0.22461538461538472,0.10129787907565686,-0.2345803842264914,0.9370748299319728,0.9199048477471031,0.8830460639783556,0.0,0.0,0.0118707096296371,-0.14555633310007005,0.20187165775401067,0.3986986428704222,0.10022374460821629,0.0,0.6538379571190002,0.023217890976859765,-0.14979016464005163,0.0077243018419488885,0.0,0.34285714285714286,0.061932728087854716,08-1988
813.0,0.849462365591398,0.27074235807860264,0.2061538461538463,0.18138651471984807,0.06875631951466124,0.7857142857142856,0.9505914493063363,0.892417109998578,0.0,0.0,0.0118707096296371,-0.14555633310007005,0.20187165775401067,0.3986986428704222,0.0800982630959795,0.0,0.6538379571190002,0.023217890976859765,-0.18734531367696117,0.0077243018419488885,0.0,0.34285714285714286,0.061932728087854716,09-1988
789.25,1.0,0.5283842794759827,0.42461538461538484,0.3450459006014562,-0.34378159757330634,0.4725056689342403,0.9048979250490163,0.8847324876298549,0.0,0.0,0.0118707096296371,-0.14555633310007005,0.20187165775401067,0.10645101319948004,0.0906511660092727,0.0,0.6538379571190002,0.023217890976859765,-0.16765307220488543,0.0077243018419488885,0.0,0.34285714285714286,0.061932728087854716,10-1988
763.75,0.89247311827957,0.6244541484716158,0.6738461538461542,0.3232035454257677,1.213346814964611,0.37641723356009066,0.8857057899774199,0.8625610303045774,0.0,0.0,0.0118707096296371,-0.14555633310007005,0.20187165775401067,-0.13374233128834342,0.08909418033354094,0.0,0.6538379571190002,0.023217890976859765,-0.1705584848810933,0.0077243018419488885,0.0,0.34285714285714286,0.061932728087854716,11-1988
819.25,0.956989247311828,0.8602620087336247,0.9261538461538464,0.3450459006014562,0.19413549039433783,0.19529478458049884,0.9338803348913275,0.90099508111242,0.0,0.0,0.0118707096296371,-0.14555633310007005,0.20187165775401067,0.012753299869864426,0.07848361128410952,0.0,0.6538379571190002,0.023217890976859765,-0.19035833423006565,0.0077243018419488885,0.0,0.34285714285714286,0.061932728087854716,12-1988
772.75,0.935483870967742,1.0,1.0,0.3672048116492561,-0.4287158746208291,0.2740929705215419,0.9794586357174052,0.9044499706471127,0.0,0.0,0.0118707096296371,-0.14555633310007005,0.20187165775401067,0.3302844394868935,0.07848361128410952,0.0,0.6538379571190002,0.023217890976859765,-0.19035833423006565,0.0077243018419488885,0.12851653543307084,0.2857142857142857,0.0,01-1989
773.5,0.913978494623656,0.77292576419214,0.8984615384615388,0.2890155112377335,-0.5460060667340748,0.044217687074829926,0.9550554280457548,0.8899667820119673,0.0,0.06499618969165732,0.024385569646976135,-0.14555633310007005,0.20187165775401067,0.24848484848484892,0.0747353124351256,0.0,0.6538379571190002,0.023217890976859765,-0.1973528462283439,0.0077243018419488885,0.12851653543307084,0.2857142857142857,0.0,02-1989
738.25,0.860215053763441,0.6506550218340612,0.676923076923077,0.407090851535296,-0.3154701718907988,0.36224489795918363,1.0,0.9136204689898597,0.0,0.06499618969165732,0.024385569646976135,-0.14555633310007005,0.20187165775401067,0.4321621119167136,0.07058335063317417,0.0,0.6538379571190002,0.023217890976859765,-0.20510061336489832,0.0077243018419488885,0.12851653543307084,0.2857142857142857,0.0,03-1989
729.5,0.688172043010753,0.2663755458515284,0.5261538461538462,0.28869895536562207,1.1971688574317492,0.5354308390022675,0.9809193714747669,0.9450426437288744,0.0,0.06499618969165732,0.024385569646976135,-0.14555633310007005,0.20187165775401067,0.4001859081613682,0.07058335063317417,0.0,0.6538379571190002,0.023217890976859765,-0.20510061336489832,0.0077243018419488885,0.12851653543307084,0.2857142857142857,0.0,04-1989
